knot,april,june,verdict,unknotting_crossings,in_crossing_dataset
13a_1213,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1214,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1215,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1216,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1217,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_122,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1220,"[1,1]","[1,1]",u = 1,[0],True
13a_1221,"[1,1]","[1,1]",u = 1,[7],True
13a_1223,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1225,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1226,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1227,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1228,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1231,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1232,"[1,3]","[2,3]",u >= 2 (McCoy),[],True
13a_1235,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1236,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1237,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1238,"[1,3]","[2,3]",u >= 2 (McCoy),[],True
13a_1239,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_124,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1240,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1241,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1242,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1248,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1249,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1250,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1251,"[1,1]","[1,1]",u = 1,[11],True
13a_1252,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1253,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1259,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1260,"[1,1]","[1,1]",u = 1,[12],True
13a_1262,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1263,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1264,"[1,1]","[1,1]",u = 1,[12],True
13a_1265,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1266,"[1,1]","[1,1]",u = 1,[12],True
13a_1267,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1268,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1269,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_127,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1272,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1274,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1276,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1277,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1278,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1279,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_128,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1280,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1282,"[1,1]","[1,1]",u = 1,[11],True
13a_1283,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1285,"[1,1]","[1,1]",u = 1,[3],True
13a_1286,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1289,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_129,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1292,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1293,"[1,1]","[1,1]",u = 1,[3],True
13a_1294,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1296,"[1,1]","[1,1]",u = 1,[3],True
13a_1297,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1298,"[1,1]","[1,1]",u = 1,[10],True
13a_1299,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_13,"[1,1]","[1,1]",u = 1,[0],True
13a_130,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1300,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1302,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1304,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1308,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1309,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_131,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1310,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1311,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1312,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1314,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1315,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1316,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1318,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1320,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1321,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1322,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1326,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1327,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1328,"[1,1]","[1,1]",u = 1,[11],True
13a_133,"[1,4]","[2,3]",u >= 2 (McCoy),[],False
13a_1332,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1334,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1335,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1338,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_134,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1340,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1341,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1342,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1343,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1344,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1345,"[1,1]","[1,1]",u = 1,"[8,10]",True
13a_1346,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1349,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1350,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1351,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1352,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1357,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1359,"[1,4]","[2,4]",u >= 2 (McCoy),[],False
13a_136,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1360,"[1,4]","[2,4]",u >= 2 (McCoy),[],False
13a_1361,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1362,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1363,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1364,"[1,1]","[1,1]",u = 1,[11],True
13a_1365,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1366,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1367,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1370,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1371,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1372,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1373,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1374,"[1,1]","[1,1]",u = 1,[6],True
13a_1375,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1379,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_138,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1380,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1381,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1382,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1384,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1385,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1386,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1387,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1388,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1389,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_139,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1391,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1392,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1393,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1395,"[1,1]","[1,1]",u = 1,"[7,10]",True
13a_1397,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1399,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_140,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1400,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1401,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1402,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1405,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1406,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1407,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1408,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1409,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_141,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1410,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1411,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1412,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1414,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1415,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1416,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1417,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1419,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_142,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1420,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1421,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1422,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1423,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1424,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1425,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1426,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1427,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1429,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_143,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1430,"[1,1]","[1,1]",u = 1,[0],True
13a_1431,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1433,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1435,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1437,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1438,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1439,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_144,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1441,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1442,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1443,"[1,1]","[1,1]",u = 1,"[3,6]",True
13a_1444,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1445,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1446,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1447,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1448,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1449,"[1,1]","[1,1]",u = 1,[11],True
13a_1451,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1453,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1454,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1455,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1456,"[1,1]","[1,1]",u = 1,[5],True
13a_1457,"[1,1]","[1,1]",u = 1,[0],True
13a_1458,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1459,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_146,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1460,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1463,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1470,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1473,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1474,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1476,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1477,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1479,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1481,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1482,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1484,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1485,"[1,1]","[1,1]",u = 1,[10],True
13a_1486,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1487,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1488,"[1,1]","[1,1]",u = 1,[0],True
13a_1489,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1490,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1492,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1493,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1496,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1497,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1498,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1500,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1501,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1502,"[1,1]","[1,1]",u = 1,[9],True
13a_1504,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1505,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1506,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1508,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1509,"[1,1]","[1,1]",u = 1,[4],True
13a_1510,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1511,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1512,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1513,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1514,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1515,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1516,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1517,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1519,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_152,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1522,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1523,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1524,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1525,"[1,1]","[1,1]",u = 1,[7],True
13a_1526,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1527,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1528,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1529,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_153,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1530,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1531,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1532,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1533,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1534,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1535,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1536,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1537,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1539,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1540,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1542,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1544,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1548,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1549,"[1,3]","[2,2]",u >= 2 (McCoy),[],False
13a_155,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1550,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1551,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1553,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1555,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1556,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1558,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_156,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1560,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1561,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1562,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1563,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1564,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1565,"[1,1]","[1,1]",u = 1,[8],True
13a_1566,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1568,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1569,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1570,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1571,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1572,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1573,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1574,"[1,1]","[1,1]",u = 1,[8],True
13a_1575,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1576,"[1,1]","[1,1]",u = 1,[0],True
13a_1577,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1578,"[1,1]","[1,1]",u = 1,[0],True
13a_1579,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_158,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1581,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1585,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1587,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1588,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1589,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_159,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1590,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1591,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1592,"[1,1]","[1,1]",u = 1,[10],True
13a_1593,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1594,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1595,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1596,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1597,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1598,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1599,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1600,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1601,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1602,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1604,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1605,"[1,1]","[1,1]",u = 1,"[9,12]",True
13a_1606,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1607,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1608,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1609,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1610,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1611,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1612,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1613,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1619,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1620,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1621,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1622,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1624,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1625,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1626,"[1,1]","[1,1]",u = 1,[10],True
13a_1627,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1628,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1629,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_163,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1631,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1632,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1633,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1634,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1635,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1636,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1637,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1638,"[1,3]","[2,3]",u >= 2 (McCoy),[],True
13a_1639,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_164,"[1,1]","[1,1]",u = 1,[0],True
13a_1640,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1641,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1642,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1644,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1646,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1647,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1648,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1649,"[1,1]","[1,1]",u = 1,[6],True
13a_165,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1650,"[1,1]","[1,1]",u = 1,[12],True
13a_1651,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1652,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1653,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1654,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1655,"[1,1]","[1,1]",u = 1,[7],True
13a_1656,"[1,3]","[2,2]",u >= 2 (McCoy),[],False
13a_1657,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1658,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1659,"[1,1]","[1,1]",u = 1,"[4,5]",True
13a_166,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1660,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1661,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1662,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1664,"[1,1]","[1,1]",u = 1,[5],True
13a_1665,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1666,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1667,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1668,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1669,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1671,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1672,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1673,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1674,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1675,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1676,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1677,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1678,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1679,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_168,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1680,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1681,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1682,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1684,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1685,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1686,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1687,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1689,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1690,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1691,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1693,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1694,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1695,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1696,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1698,"[1,4]","[2,3]",u >= 2 (McCoy),[],False
13a_17,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1700,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1701,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1702,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1704,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1705,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1706,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1707,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1708,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1710,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1711,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1712,"[1,3]","[2,2]",u >= 2 (McCoy),[],False
13a_1713,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1714,"[1,1]","[1,1]",u = 1,[7],True
13a_1716,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1717,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1719,"[1,3]","[2,3]",u >= 2 (McCoy),[],False
13a_1720,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1722,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1723,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
13a_1724,"[1,2]","[2,2]",u >= 2 (McCoy),[],True
