knot,baseline,paper,september,relation
13n_2870,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_288,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2883,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2887,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2889,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2892,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2895,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2902,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2907,"[2,3]","[2,2]","[2,3]",paper_stronger
13n_2908,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2910,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2914,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2915,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2919,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2923,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2924,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2925,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2926,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2927,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2929,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_2931,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2933,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_2934,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2936,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2937,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2940,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2949,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2951,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_2953,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2954,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2955,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2956,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_2966,"[1,4]","[2,4]","[1,4]",paper_stronger
13n_2967,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2974,"[1,4]","[2,4]","[1,4]",paper_stronger
13n_2975,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_2976,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_2981,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2989,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_299,"[1,4]","[1,4]","[1,3]",paper_weaker
13n_2994,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_2997,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_30,"[2,3]","[2,2]","[2,3]",paper_stronger
13n_3002,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3009,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3013,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3032,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3033,"[2,3]","[2,2]","[2,3]",paper_stronger
13n_3036,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3045,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3046,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3049,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_305,"[3,4]","[3,4]","[3,3]",paper_weaker
13n_3051,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3068,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3074,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3075,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3083,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3084,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_3090,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3096,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_31,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_3101,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3105,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3113,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3127,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_3135,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3156,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3158,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_316,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3165,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3171,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3175,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3176,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3184,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3188,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3190,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3197,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3198,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_320,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3208,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3220,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3222,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3226,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3228,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3232,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3237,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3240,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3241,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3248,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3258,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3264,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_327,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3270,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3272,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3279,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3281,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3283,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3289,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_329,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3299,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3305,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3318,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3322,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3324,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3330,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3333,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3334,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3338,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3352,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3353,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3357,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3358,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3361,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3368,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3370,"[1,3]","[2,2]","[1,3]",paper_stronger
13n_3374,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3378,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3389,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3390,"[3,4]","[3,4]","[3,3]",paper_weaker
13n_3395,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3396,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3419,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_342,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3421,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_3423,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_343,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3433,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3435,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3448,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3457,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3459,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3460,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3461,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3470,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_3474,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3476,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3486,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3488,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_349,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3496,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3497,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3503,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_3505,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_3506,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3507,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_351,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3513,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3524,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_3526,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3529,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3535,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3537,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3539,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_3548,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3550,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_3553,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3554,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_3557,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_356,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3565,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3571,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3575,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3579,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3586,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3589,"[2,3]","[2,2]","[2,3]",paper_stronger
13n_3598,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3606,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3610,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3613,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3614,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3641,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3649,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3651,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3657,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3667,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_367,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_3684,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3689,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3699,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3700,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_3708,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_371,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3714,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3715,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3716,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3717,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3719,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3721,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_3723,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3725,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3726,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3727,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3728,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_3730,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3733,"[2,3]","[2,3]","[2,2]",paper_weaker
13n_3736,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_374,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3787,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_3794,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3796,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3797,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3800,"[1,3]","[1,3]","[1,2]",paper_weaker
13n_3801,"[1,3]","[1,3]","[1,2]",paper_weaker
13n_3802,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3803,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3806,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3807,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3813,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3816,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_382,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3822,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3824,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3825,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3830,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3834,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3835,"[1,3]","[1,3]","[1,2]",paper_weaker
13n_3836,"[1,3]","[1,3]","[1,2]",paper_weaker
13n_3839,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3852,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3889,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3900,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3902,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_3905,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3907,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3909,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3918,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3920,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3921,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3923,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_3928,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3929,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3940,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3944,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_3950,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3953,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3957,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3968,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3977,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_3996,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_400,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_4001,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4008,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_401,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4012,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4020,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4026,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4034,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4035,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4041,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4046,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4048,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4049,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4056,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_406,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_4064,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4073,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4077,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_408,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4080,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4086,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4089,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4090,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4092,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4094,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4095,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4097,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4098,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_41,"[1,3]","[2,3]","[1,2]",overlapping_incomparable
13n_4106,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4107,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4112,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4113,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4120,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4121,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4122,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4126,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_414,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4140,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4142,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4147,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4152,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4161,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4163,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4164,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4169,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4173,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4175,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_418,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_4186,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4189,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4198,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_42,"[2,3]","[2,3]","[2,2]",paper_weaker
13n_4201,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4204,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4208,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4209,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4218,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4221,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4225,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4226,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_4227,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4232,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4257,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4258,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4262,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_4263,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4264,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4270,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4272,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4274,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4275,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4286,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4288,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4289,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4297,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4299,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4300,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4302,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4306,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4311,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4341,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4342,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4343,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_4366,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_4371,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_4378,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4382,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4384,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4387,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4388,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4395,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4406,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4410,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4419,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4425,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4428,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4430,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4436,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4445,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4447,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4452,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4454,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4463,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4465,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4467,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4471,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4472,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4474,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4481,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4483,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4484,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4494,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4495,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_45,"[2,3]","[2,2]","[2,3]",paper_stronger
13n_4500,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4512,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4523,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4527,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4531,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_4534,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4540,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4542,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4546,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4550,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4551,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4552,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_4553,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4554,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4556,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4558,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4566,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4567,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4570,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4574,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4576,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4583,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4585,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4588,"[1,4]","[2,4]","[1,3]",overlapping_incomparable
13n_4594,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4605,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4628,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4632,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4646,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_4656,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4657,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4659,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4660,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4663,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4667,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_4670,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4671,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4673,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4674,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_4676,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4685,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4688,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4689,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4693,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4698,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_4704,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4709,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4710,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4713,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4715,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_4717,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_4720,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4724,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4726,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4727,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4729,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4730,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4732,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4733,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4736,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4743,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4746,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4767,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4768,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4770,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4771,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_4787,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4788,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4803,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4809,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4813,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4827,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4831,"[1,3]","[2,3]","[1,3]",paper_stronger
13n_4835,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4846,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4849,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4850,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4851,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4853,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4854,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4860,"[1,2]","[2,2]","[1,2]",paper_stronger
13n_4861,"[1,2]","[2,2]","[1,2]",paper_stronger
